Student_ID,Sub1,Sub2,Sub3,Sub4
SS48722,50,66,86,50
SS48723,91,49,89,68
SS48724,52,80,92,54
SS48725,82,57,88,62
SS48726,65,76,69,72
SS48727,67,59,74,68
SS48728,94,51,90,88
SS48729,51,84,46,85
SS48730,64,55,63,64
SS48731,49,55,91,83
SS48732,58,76,48,56
SS48733,93,91,74,75
SS48734,53,79,71,79
SS48735,94,90,70,67
SS48736,79,92,45,69
SS48737,48,77,89,89
SS48738,93,78,89,87
SS48739,52,87,54,83
SS48740,51,67,46,78
SS48741,58,72,85,55
SS48742,53,73,77,90
SS48743,92,60,80,46
SS48744,89,73,47,58
SS48745,66,80,67,46
SS48746,64,90,88,92
SS48747,88,54,84,77
SS48748,67,58,85,76
SS48749,47,79,62,65
SS48750,62,71,86,63
SS48751,46,66,66,76
SS48752,61,53,46,60
SS48753,76,88,70,94
SS48754,46,49,93,50
SS48755,52,74,55,54
SS48756,84,90,82,54
SS48757,61,69,81,59
SS48758,88,73,59,66
SS48759,79,58,60,57
SS48760,79,68,90,76
SS48761,94,88,84,51
SS48762,90,79,77,73
SS48763,87,65,66,56
SS48764,94,55,46,73
SS48765,79,93,52,65
SS48766,74,56,48,92
SS48767,47,91,80,70
SS48768,58,88,67,60
SS48769,55,90,78,57
SS48770,79,85,82,65
SS48771,93,56,80,52
SS48772,86,76,45,71
SS48773,45,77,80,55
SS48774,56,91,84,61
SS48775,85,78,61,76
SS48776,76,86,83,47
SS48777,67,75,90,60
SS48778,65,56,72,85
SS48779,63,77,53,59
SS48780,89,57,89,46
SS48781,82,88,93,80
SS48782,91,53,68,67
SS48783,89,92,59,85
SS48784,75,82,48,75
SS48785,46,80,78,87
SS48786,60,47,93,51
SS48787,72,94,94,66
SS48788,70,64,58,93
SS48789,52,75,57,47
SS48790,79,45,94,53
SS48791,54,84,47,88
SS48792,62,89,53,74
SS48793,53,50,50,77
SS48794,62,79,64,59
SS48795,75,93,55,72
SS48796,49,84,77,52
SS48797,68,90,49,92
SS48798,75,57,59,49
SS48799,89,89,90,89
SS48800,91,92,87,74
SS48801,63,48,71,75
SS48802,78,86,81,63
SS48803,58,80,72,74
SS48804,63,74,46,56
SS48805,66,75,86,82
SS48806,90,78,54,76
SS48807,52,48,83,49
SS48808,72,62,81,79
SS48809,91,83,77,58
SS48810,86,72,73,88
SS48811,72,88,71,85
SS48812,64,91,81,45
SS48813,57,52,60,50
SS48814,61,92,90,89
SS48815,52,62,67,73
SS48816,73,68,71,82
SS48817,58,77,69,67
SS48818,83,82,73,71
SS48819,73,91,81,47
SS48820,57,89,75,63
SS48821,49,57,91,59
SS48822,94,54,59,63
SS48823,75,76,85,59
SS48824,54,49,49,87
SS48825,73,90,51,64
SS48826,83,78,50,92
SS48827,69,64,57,88
SS48828,89,86,49,83
SS48829,79,91,90,63
SS48830,66,53,62,89
SS48831,77,64,71,74
SS48832,83,56,89,51
SS48833,59,70,55,52
SS48834,77,79,66,63
SS48835,73,50,77,80
SS48836,67,77,67,49
SS48837,65,52,50,62
SS48838,80,92,86,61
SS48839,55,78,45,93
SS48840,77,82,68,78
SS48841,55,57,86,80
SS48842,65,70,64,60
SS48843,87,71,72,53
SS48844,89,60,78,60
SS48845,60,57,94,70
SS48846,61,48,80,81
SS48847,73,75,46,56
SS48848,58,65,50,59
SS48849,58,84,68,85
SS48850,76,73,69,91
SS48851,46,73,60,47
SS48852,57,82,72,47
SS48853,80,71,77,80
SS48854,56,79,93,48
SS48855,87,45,55,91
SS48856,84,82,85,52
SS48857,69,87,86,46
SS48858,68,85,57,55
SS48859,66,82,90,53
SS48860,59,45,94,58
SS48861,61,93,73,70
SS48862,83,72,94,83
SS48863,56,94,89,78
SS48864,81,60,65,88
SS48865,58,88,86,64
SS48866,64,46,72,82
SS48867,50,66,51,82
SS48868,74,52,74,71
SS48869,50,88,53,49
SS48870,47,62,63,76
SS48871,62,73,75,51
SS48872,94,65,58,66
SS48873,64,85,58,52
SS48874,65,58,92,47
SS48875,81,77,93,83
SS48876,70,68,88,74
SS48877,55,84,87,80
SS48878,66,91,48,87
SS48879,64,68,87,61
SS48880,73,74,89,85
SS48881,57,86,75,55
SS48882,82,60,80,52
SS48883,68,65,61,91
SS48884,53,85,51,53
SS48885,92,66,92,82
SS48886,66,75,53,62
SS48887,65,94,93,89
SS48888,84,57,62,76
SS48889,48,62,55,84
SS48890,69,82,64,48
SS48891,49,87,84,50
SS48892,91,46,58,63
SS48893,60,80,68,94
SS48894,58,57,84,61
SS48895,56,65,66,48
SS48896,76,50,80,86
SS48897,57,60,83,70
SS48898,47,86,56,80
SS48899,58,75,92,90
SS48900,69,63,66,92
SS48901,83,84,93,66
SS48902,84,49,76,53
SS48903,81,58,72,94
SS48904,82,71,67,58
SS48905,53,84,82,45
SS48906,94,66,54,91
SS48907,73,94,75,71
SS48908,85,72,54,62
SS48909,54,71,91,81
SS48910,60,72,61,85
SS48911,70,78,86,62
SS48912,54,92,69,90
SS48913,94,72,60,81
SS48914,58,52,90,78
SS48915,70,49,82,62
SS48916,73,60,69,62
SS48917,51,68,87,61
SS48918,89,45,94,50
SS48919,61,59,47,58
SS48920,87,88,91,83
SS48921,55,82,81,72
SS48922,50,71,92,51
SS48923,87,86,47,52
SS48924,82,84,90,76
SS48925,48,84,81,78
SS48926,50,45,83,59
SS48927,67,81,52,61
SS48928,47,51,93,92
SS48929,52,49,69,51
SS48930,91,71,77,84
SS48931,51,73,74,54
SS48932,70,78,74,81
SS48933,88,58,71,51
SS48934,89,81,49,94
SS48935,53,76,57,45
SS48936,51,57,85,66
SS48937,74,60,74,80
SS48938,48,45,76,59
SS48939,86,80,84,53
SS48940,73,93,49,46
SS48941,47,78,93,68
SS48942,76,47,77,85
SS48943,92,59,70,84
SS48944,81,74,85,59
SS48945,54,65,68,46
SS48946,66,87,57,45
SS48947,77,79,84,88
SS48948,77,59,47,86
SS48949,58,86,79,50
SS48950,47,74,49,60
SS48951,45,51,78,86
SS48952,89,46,80,77
SS48953,68,67,93,53
SS48954,88,84,87,64
SS48955,51,88,83,49
SS48956,85,77,57,80
SS48957,61,63,73,62
SS48958,90,52,52,77
SS48959,62,93,65,94
SS48960,82,81,92,72
SS48961,69,63,91,58
SS48962,65,58,87,70
SS48963,64,74,47,58
SS48964,77,88,74,74
SS48965,73,94,45,69
SS48966,68,86,89,80
SS48967,62,87,88,68
SS48968,92,54,73,69
SS48969,61,67,65,58
SS48970,59,89,62,80
SS48971,71,56,87,78
SS48972,75,91,50,64
SS48973,56,69,90,63
SS48974,48,80,91,45
SS48975,74,67,46,71
SS48976,53,60,85,57
SS48977,61,70,90,69
SS48978,71,48,58,78
SS48979,59,47,50,48
SS48980,53,51,86,93
SS48981,70,60,55,80
SS48982,69,75,86,52
SS48983,80,73,85,89
SS48984,78,88,77,67
SS48985,67,68,77,59
SS48986,74,56,73,91
SS48987,93,51,82,74
SS48988,57,47,62,88
SS48989,57,89,50,78
SS48990,45,75,73,51
SS48991,92,84,88,90
SS48992,52,87,47,84
SS48993,52,55,90,70
SS48994,52,64,93,62
SS48995,66,85,53,83
SS48996,69,46,63,53
SS48997,55,61,90,90
SS48998,94,51,91,94
SS48999,50,90,87,67
SS49000,46,94,56,88
SS49001,46,47,57,52
SS49002,59,59,49,88
SS49003,88,62,92,50
SS49004,93,51,59,52
SS49005,89,62,81,70
SS49006,77,90,93,46
SS49007,49,52,53,60
SS49008,75,64,70,58
SS49009,73,82,92,71
SS49010,66,48,53,51
SS49011,90,73,50,94
SS49012,78,56,48,88
SS49013,91,45,50,66
SS49014,64,47,69,80
SS49015,87,91,86,63
SS49016,65,49,77,51
SS49017,57,50,81,50
SS49018,85,62,68,55
SS49019,82,50,63,53
SS49020,75,67,81,84
SS49021,75,48,56,56
SS49022,82,50,54,79
SS49023,87,76,83,92
SS49024,54,87,64,68
SS49025,75,93,92,68
SS49026,70,59,65,87
SS49027,78,50,52,80
SS49028,77,57,92,86
SS49029,59,93,80,71
SS49030,80,83,56,62
SS49031,55,52,82,50
SS49032,59,65,92,84
SS49033,92,68,89,48
SS49034,53,80,81,94
SS49035,54,74,57,80
SS49036,61,83,47,90
SS49037,64,80,75,92
SS49038,55,75,47,80
SS49039,49,72,81,77
SS49040,50,72,71,92
SS49041,92,56,59,51
SS49042,92,74,58,51
SS49043,72,50,77,74
SS49044,93,52,52,66
SS49045,67,90,73,46
SS49046,48,50,82,86
SS49047,89,67,68,56
SS49048,89,47,92,65
SS49049,59,47,88,72
SS49050,66,65,62,58
SS49051,58,50,86,61
SS49052,61,60,57,69
SS49053,70,55,92,52
SS49054,54,81,68,72
SS49055,73,90,63,94
SS49056,62,74,61,48
SS49057,52,81,58,69
SS49058,59,63,73,52
SS49059,56,51,56,56
SS49060,61,88,72,82
SS49061,72,79,72,57
SS49062,67,88,74,91
SS49063,50,46,55,51
SS49064,78,66,94,60
SS49065,91,78,61,67
SS49066,60,93,89,54
SS49067,51,91,51,51
SS49068,74,79,56,55
SS49069,93,71,55,54
SS49070,60,90,69,55
SS49071,79,58,51,84
SS49072,89,54,67,56
SS49073,90,46,52,82
SS49074,86,93,82,61
SS49075,73,53,91,78
SS49076,87,90,75,66
SS49077,55,85,56,88
SS49078,86,84,69,50
SS49079,63,64,90,51
SS49080,76,94,87,47
SS49081,62,66,53,76
SS49082,72,75,52,67
SS49083,50,90,76,92
SS49084,71,70,58,77
SS49085,49,80,83,74
SS49086,47,74,89,61
SS49087,55,77,80,47
SS49088,94,91,55,47
SS49089,69,54,92,76
SS49090,76,59,79,71
SS49091,81,72,86,75
SS49092,51,91,79,54
SS49093,63,66,63,46
SS49094,73,62,66,90
SS49095,52,62,62,72
SS49096,77,83,74,80
SS49097,70,79,79,89
SS49098,63,70,89,57
SS49099,46,72,87,88
SS49100,86,93,65,45
SS49101,79,46,60,48
SS49102,50,94,77,52
SS49103,50,48,56,52
SS49104,84,94,85,81
SS49105,93,93,78,62
SS49106,80,77,77,92
SS49107,78,58,76,45
SS49108,94,68,76,47
SS49109,94,77,61,61
SS49110,52,92,82,62
SS49111,48,51,59,53
SS49112,66,80,69,56
SS49113,85,71,47,53
SS49114,78,73,50,59
SS49115,47,90,55,92
SS49116,47,94,54,51
SS49117,75,81,66,82
SS49118,87,89,94,64
SS49119,53,50,73,82
SS49120,86,59,58,64
SS49121,81,76,72,87
SS49122,58,74,87,69
SS49123,67,81,80,64
SS49124,51,81,86,53
SS49125,61,76,49,56
SS49126,55,94,94,87
SS49127,94,69,58,77
SS49128,81,71,88,50
SS49129,61,50,57,89
SS49130,69,49,91,76
SS49131,76,46,63,57
SS49132,68,73,65,55
SS49133,77,67,74,82
SS49134,86,51,52,58
SS49135,81,85,73,82
SS49136,92,74,51,68
SS49137,82,89,70,82
SS49138,68,79,45,94
SS49139,46,85,56,72
SS49140,57,70,74,71
SS49141,92,85,51,58
SS49142,91,61,46,48
SS49143,76,81,63,55
SS49144,46,62,48,65
SS49145,58,58,68,75
SS49146,94,47,93,69
SS49147,46,55,45,55
SS49148,79,69,45,77
SS49149,86,63,87,48
SS49150,61,50,85,70
SS49151,58,92,81,94
SS49152,90,71,89,62
SS49153,58,61,84,67
SS49154,90,64,67,86
SS49155,78,69,72,90
SS49156,58,90,93,52
SS49157,55,88,54,71
SS49158,79,78,79,64
SS49159,53,47,86,62
SS49160,66,50,56,55
SS49161,85,46,82,88
SS49162,87,67,65,81
SS49163,45,80,60,58
SS49164,73,61,51,76
SS49165,61,56,86,93
SS49166,51,52,58,52
SS49167,52,71,74,49
SS49168,79,76,57,83
SS49169,50,49,79,51
SS49170,86,83,66,67
SS49171,90,84,84,54
SS49172,47,72,89,51
SS49173,80,93,72,49
SS49174,50,52,85,60
SS49175,58,73,65,47
SS49176,54,67,59,53
SS49177,54,65,60,55
SS49178,51,91,70,68
SS49179,47,59,72,82
SS49180,83,83,60,88
SS49181,68,86,67,73
SS49182,49,73,60,83
SS49183,49,69,69,91
SS49184,66,52,46,74
SS49185,61,94,72,83
SS49186,93,66,83,51
SS49187,57,52,80,45
SS49188,92,66,82,56
SS49189,45,76,68,81
SS49190,61,47,82,60
SS49191,49,81,81,74
SS49192,61,70,83,74
SS49193,47,52,92,70
SS49194,68,74,82,62
SS49195,79,61,69,45
SS49196,77,55,78,50
SS49197,65,68,51,82
SS49198,47,93,78,55
SS49199,86,90,60,58
SS49200,83,45,91,63
SS49201,80,89,84,45
SS49202,51,58,84,88
SS49203,59,53,80,69
SS49204,52,53,55,62
SS49205,68,91,47,76
SS49206,76,78,58,86
SS49207,84,64,63,54
SS49208,91,58,88,73
SS49209,48,79,54,65
SS49210,92,61,67,87
SS49211,70,77,94,47
SS49212,89,87,68,78
SS49213,49,92,70,74
SS49214,72,47,60,83
SS49215,73,55,61,50
SS49216,56,72,92,60
SS49217,66,74,54,54
SS49218,70,62,82,64
SS49219,72,88,54,45
SS49220,83,50,77,65
SS49221,61,63,52,52
SS49222,63,57,46,77
SS49223,46,62,84,52
SS49224,68,79,51,87
SS49225,93,49,69,52
SS49226,50,93,52,65
SS49227,52,89,61,49
SS49228,64,84,71,88
SS49229,76,67,77,94
SS49230,91,73,62,45
SS49231,76,90,52,52
SS49232,83,62,78,90
SS49233,76,80,58,53
SS49234,69,80,55,55
SS49235,89,56,91,86
SS49236,73,75,80,59
SS49237,79,90,88,81
SS49238,63,52,59,63
SS49239,88,67,59,79
SS49240,91,65,74,71
SS49241,76,58,57,67
SS49242,80,54,61,64
SS49243,88,84,82,86
SS49244,91,82,45,71
SS49245,51,93,91,80
SS49246,49,92,72,90
SS49247,83,69,90,92
SS49248,60,84,52,94
SS49249,56,66,91,59
SS49250,67,56,54,94
SS49251,70,55,93,90
SS49252,79,58,69,50
SS49253,48,88,47,93
SS49254,58,93,58,57
SS49255,79,56,70,73
SS49256,90,60,68,65
SS49257,81,46,88,79
SS49258,75,53,87,94
SS49259,65,83,82,70
SS49260,93,91,53,54
SS49261,93,76,58,79
SS49262,82,45,84,83
SS49263,87,78,52,50
SS49264,81,87,84,73
SS49265,68,49,51,50
SS49266,93,65,57,85
SS49267,67,58,63,79
SS49268,86,67,84,69
SS49269,78,91,61,78
SS49270,77,47,82,56
SS49271,74,47,48,55
SS49272,65,72,62,72
SS49273,64,72,67,60
SS49274,67,91,89,48
SS49275,57,73,71,86
SS49276,64,55,63,68
SS49277,58,73,53,88
SS49278,67,63,90,54
SS49279,46,84,62,63
SS49280,73,67,77,45
SS49281,82,67,82,61
SS49282,94,60,49,87
SS49283,93,93,71,88
SS49284,65,74,52,52
SS49285,56,87,54,48
SS49286,47,84,64,62
SS49287,80,84,87,71
SS49288,80,75,85,53
SS49289,65,74,86,69
SS49290,63,77,71,75
SS49291,47,52,58,75
SS49292,60,83,92,57
SS49293,51,81,89,52
SS49294,81,87,69,52
SS49295,65,80,51,78
SS49296,55,54,87,93
SS49297,65,54,82,69
SS49298,60,61,66,86
SS49299,52,71,67,62
SS49300,64,84,86,80
SS49301,77,73,75,52
SS49302,80,68,48,52
SS49303,52,54,59,69
SS49304,93,75,75,84
SS49305,67,51,93,87
SS49306,75,65,78,68
SS49307,77,75,68,50
SS49308,86,88,81,89
SS49309,89,51,74,87
SS49310,65,80,50,93
SS49311,56,83,81,87
SS49312,90,77,64,83
SS49313,72,81,57,89
SS49314,59,49,54,91
SS49315,64,53,70,93
SS49316,87,62,74,76
SS49317,49,83,74,45
SS49318,53,82,52,78
SS49319,77,66,60,56
SS49320,90,80,67,84
SS49321,89,89,89,79
SS49322,51,92,90,74
SS49323,58,71,58,65
SS49324,86,46,46,59
SS49325,54,52,76,70
SS49326,93,83,73,58
SS49327,61,57,70,79
SS49328,60,89,50,63
SS49329,86,68,46,51
SS49330,78,60,92,75
SS49331,61,66,50,77
SS49332,62,67,66,59
SS49333,46,91,70,62
SS49334,78,84,86,63
SS49335,93,76,65,90
SS49336,45,92,45,54
SS49337,71,47,89,51
SS49338,93,50,76,65
SS49339,52,49,76,60
SS49340,80,74,61,92
SS49341,46,56,81,90
SS49342,82,64,67,53
SS49343,65,90,80,67
SS49344,73,75,92,92
SS49345,67,61,94,93
SS49346,71,73,88,83
SS49347,73,67,88,50
SS49348,47,86,51,65
SS49349,73,88,55,52
SS49350,65,47,48,74
SS49351,47,71,54,55
SS49352,46,93,87,89
SS49353,45,94,54,82
SS49354,91,91,85,90
SS49355,65,82,76,52
SS49356,58,64,81,93
SS49357,74,74,66,76
SS49358,76,65,83,45
SS49359,64,93,46,76
SS49360,56,79,67,47
SS49361,91,75,86,90
SS49362,78,62,78,79
SS49363,74,94,87,49
SS49364,69,72,81,68
SS49365,88,82,83,59
SS49366,72,76,91,93
SS49367,86,46,54,65
SS49368,47,51,61,45
SS49369,53,56,51,52
SS49370,80,77,62,84
SS49371,69,82,78,64
SS49372,65,48,83,45
SS49373,58,65,54,81
SS49374,61,86,91,79
SS49375,74,58,77,64
SS49376,76,52,70,50
SS49377,59,60,92,45
SS49378,90,80,57,73
SS49379,87,74,47,56
SS49380,58,89,86,73
SS49381,85,72,61,61
SS49382,52,58,68,70
SS49383,89,89,52,60
SS49384,74,81,74,84
SS49385,92,63,70,52
SS49386,67,64,51,54
SS49387,74,46,73,94
SS49388,91,58,52,48
SS49389,56,92,93,47
SS49390,53,71,78,67
SS49391,50,86,92,51
SS49392,89,68,65,93
SS49393,83,76,68,58
SS49394,83,63,59,81
SS49395,89,68,53,56
SS49396,62,57,92,51
SS49397,78,93,62,66
SS49398,79,45,84,67
SS49399,72,65,66,72
SS49400,73,70,72,72
SS49401,64,56,78,79
SS49402,85,70,57,80
SS49403,88,50,87,71
SS49404,66,78,83,66
SS49405,56,55,69,73
SS49406,72,79,69,48
SS49407,87,72,82,79
SS49408,85,75,49,65
SS49409,49,46,61,69
SS49410,58,62,71,60
SS49411,70,63,71,88
SS49412,57,47,63,58
SS49413,50,92,46,63
SS49414,83,70,92,82
SS49415,53,56,46,91
SS49416,47,56,80,58
SS49417,94,91,75,69
SS49418,65,91,64,88
SS49419,75,60,78,53
SS49420,94,84,86,58
SS49421,46,70,82,63
SS49422,87,60,46,83
SS49423,91,60,60,85
SS49424,89,50,75,81
SS49425,64,64,80,76
SS49426,88,48,90,85
SS49427,51,62,55,56
SS49428,85,88,64,83
SS49429,59,64,51,73
SS49430,58,86,86,74
SS49431,75,94,82,94
SS49432,94,70,59,50
SS49433,64,59,91,67
SS49434,82,90,52,87
SS49435,45,94,52,60
SS49436,46,74,48,71
SS49437,46,68,65,80
SS49438,46,62,81,62
SS49439,77,59,75,49
SS49440,73,45,94,76
SS49441,64,81,68,72
SS49442,79,48,74,50
SS49443,56,71,73,84
SS49444,90,68,92,88
SS49445,47,80,94,60
SS49446,70,48,92,62
SS49447,88,53,87,75
SS49448,87,86,49,78
SS49449,58,47,83,78
SS49450,68,93,65,82
SS49451,51,94,56,53
SS49452,52,45,94,62
SS49453,70,56,63,80
SS49454,76,46,76,52
SS49455,81,80,76,60
SS49456,75,87,55,80
SS49457,65,54,86,61
SS49458,94,47,79,50
SS49459,87,72,78,81
SS49460,83,48,69,77
SS49461,61,73,87,92
SS49462,56,67,58,71
SS49463,55,94,90,94
SS49464,91,85,70,53
SS49465,74,70,72,65
SS49466,59,49,45,49
SS49467,64,59,86,45
SS49468,90,51,73,89
SS49469,49,82,60,49
SS49470,70,80,71,55
SS49471,65,71,89,56
SS49472,66,66,70,73
SS49473,82,60,53,94
SS49474,71,75,89,47
SS49475,50,55,60,46
SS49476,50,69,71,52
SS49477,85,54,69,66
SS49478,61,54,81,61
SS49479,48,54,54,75
SS49480,87,68,67,60
SS49481,48,89,78,67
SS49482,49,53,50,83
SS49483,51,80,86,60
SS49484,76,64,78,74
SS49485,84,69,55,73
SS49486,47,91,49,51
SS49487,68,90,83,78
SS49488,84,82,88,68
SS49489,78,82,46,79
SS49490,71,58,87,71
SS49491,53,84,89,89
SS49492,47,71,53,57
SS49493,70,51,53,73
SS49494,64,83,50,48
SS49495,75,94,53,65
SS49496,76,93,61,46
SS49497,92,59,55,73
SS49498,80,83,46,63
SS49499,88,91,47,66
SS49500,58,62,90,88
SS49501,58,54,93,59
SS49502,94,51,61,64
SS49503,62,68,63,52
SS49504,66,75,90,69
SS49505,82,61,54,67
SS49506,69,59,68,93
SS49507,80,67,89,94
SS49508,81,58,65,45
SS49509,87,75,82,86
SS49510,53,51,63,55
SS49511,57,46,76,50
SS49512,91,58,50,47
SS49513,52,49,63,58
SS49514,89,94,84,90
SS49515,73,71,55,70
SS49516,56,72,65,62
SS49517,82,91,52,88
SS49518,79,61,52,51
SS49519,52,57,93,86
SS49520,47,67,83,65
SS49521,52,62,46,59
SS49522,66,76,90,91
SS49523,51,62,56,86
SS49524,79,74,68,46
SS49525,69,51,57,86
SS49526,79,57,65,60
SS49527,72,60,90,82
SS49528,85,56,56,60
SS49529,68,53,90,82
SS49530,48,85,92,85
SS49531,68,53,88,78
SS49532,50,89,91,61
SS49533,49,67,70,75
SS49534,54,79,59,65
SS49535,74,74,50,92
SS49536,47,86,74,92
SS49537,91,64,91,88
SS49538,52,85,67,83
SS49539,62,93,50,49
SS49540,48,77,88,53
SS49541,82,85,67,55
SS49542,66,68,59,75
SS49543,50,59,77,59
SS49544,85,76,71,50
SS49545,66,74,76,51
SS49546,51,68,67,70
SS49547,56,55,60,62
SS49548,81,54,91,94
SS49549,68,74,87,55
SS49550,73,92,49,52
SS49551,46,76,57,70
SS49552,91,54,90,82
SS49553,61,59,93,74
SS49554,87,90,53,61
SS49555,48,93,86,50
SS49556,63,67,67,58
SS49557,86,88,54,65
SS49558,92,67,86,68
SS49559,47,85,79,71
SS49560,70,77,65,52
SS49561,93,84,65,82
SS49562,94,57,70,49
SS49563,63,47,66,59
SS49564,80,50,85,78
SS49565,63,48,76,75
SS49566,53,79,91,60
SS49567,65,87,45,77
SS49568,54,51,75,86
SS49569,58,76,71,54
SS49570,79,62,67,82
SS49571,87,60,50,60
SS49572,62,65,56,59
SS49573,65,92,67,81
SS49574,82,78,84,62
SS49575,59,59,75,92
SS49576,56,60,76,58
SS49577,89,80,73,93
SS49578,66,64,73,80
SS49579,47,46,74,61
SS49580,73,64,61,93
SS49581,94,61,90,69
SS49582,46,73,64,88
SS49583,50,45,47,52
SS49584,46,49,86,76
SS49585,73,69,69,83
SS49586,90,92,62,67
SS49587,68,46,63,79
SS49588,51,58,57,62
SS49589,59,78,51,61
SS49590,74,78,59,91
SS49591,67,83,58,94
SS49592,69,60,69,57
SS49593,51,46,85,85
SS49594,65,67,61,45
SS49595,58,54,65,87
SS49596,65,65,50,45
SS49597,46,88,46,80
SS49598,58,63,94,93
SS49599,88,61,69,71
SS49600,70,74,64,76
SS49601,77,71,47,61
SS49602,81,80,75,59
SS49603,60,50,67,59
SS49604,76,75,48,59
SS49605,61,79,87,64
SS49606,89,87,91,71
SS49607,75,51,47,55
SS49608,61,89,77,49
SS49609,82,72,62,55
SS49610,86,74,89,57
SS49611,63,67,75,62
SS49612,85,46,58,59
SS49613,49,66,74,74
SS49614,81,91,82,90
SS49615,82,94,45,65
SS49616,67,76,59,71
SS49617,84,69,54,83
SS49618,85,91,82,76
SS49619,86,47,60,90
SS49620,59,90,69,52
SS49621,59,58,58,62
SS49622,83,90,48,78
SS49623,77,53,50,89
SS49624,75,94,62,69
SS49625,83,76,77,52
SS49626,84,73,89,68
SS49627,89,80,82,64
SS49628,77,86,58,87
SS49629,51,86,56,49
SS49630,60,91,64,63
SS49631,80,89,68,66
SS49632,92,94,75,94
SS49633,86,93,93,62
SS49634,76,92,76,87
SS49635,55,76,58,69
SS49636,88,58,82,93
SS49637,57,64,63,63
SS49638,46,90,84,49
SS49639,67,45,59,69
SS49640,53,70,54,78
SS49641,85,77,62,62
SS49642,48,71,79,66
SS49643,81,62,91,76
SS49644,50,72,76,48
SS49645,77,72,75,74
SS49646,91,81,56,61
SS49647,80,81,54,71
SS49648,68,64,69,92
SS49649,72,74,53,77
SS49650,55,55,58,80
SS49651,93,58,53,92
SS49652,82,73,91,83
SS49653,78,51,64,75
SS49654,85,93,47,82
SS49655,76,52,48,76
SS49656,78,91,62,73
SS49657,65,85,92,89
SS49658,67,62,86,69
SS49659,84,76,74,67
SS49660,59,92,56,79
SS49661,52,46,64,91
SS49662,91,83,79,62
SS49663,58,59,80,71
SS49664,75,81,70,70
SS49665,67,70,94,92
SS49666,89,49,48,49
SS49667,85,75,92,77
SS49668,57,60,48,82
SS49669,50,86,81,90
SS49670,56,80,77,66
SS49671,61,91,54,85
SS49672,79,86,66,61
SS49673,56,81,66,55
SS49674,46,51,52,60
SS49675,82,67,49,73
SS49676,60,89,56,68
SS49677,45,83,55,88
SS49678,50,53,79,67
SS49679,62,52,61,59
SS49680,67,51,59,62
SS49681,54,57,93,52
SS49682,75,46,48,72
SS49683,68,80,59,60
SS49684,63,89,56,69
SS49685,79,58,65,63
SS49686,79,46,54,54
SS49687,57,81,59,80
SS49688,59,91,78,45
SS49689,45,62,82,58
SS49690,59,92,70,73
SS49691,66,54,67,55
SS49692,45,90,68,50
SS49693,79,92,78,84
SS49694,60,93,70,65
SS49695,93,68,50,55
SS49696,79,93,59,82
SS49697,65,93,45,50
SS49698,87,55,45,62
SS49699,82,64,81,71
SS49700,81,78,63,82
SS49701,49,91,70,53
SS49702,52,85,86,68
SS49703,89,66,55,58
SS49704,84,50,81,87
SS49705,59,88,67,45
SS49706,69,89,45,60
SS49707,59,83,92,55
SS49708,93,84,89,84
SS49709,75,48,72,86
SS49710,75,65,71,83
SS49711,46,61,71,47
SS49712,48,92,89,57
SS49713,59,87,77,70
SS49714,64,84,52,63
SS49715,69,59,78,82
SS49716,81,57,53,91
SS49717,60,50,60,58
SS49718,93,51,59,49
SS49719,54,82,61,59
SS49720,56,78,92,66
SS49721,45,82,83,90
SS49722,72,58,85,67
SS49723,68,81,82,87
SS49724,55,87,48,94
SS49725,49,93,78,60
SS49726,47,45,69,93
SS49727,85,46,77,61
SS49728,90,91,85,74
SS49729,67,53,62,51
SS49730,77,76,90,59
SS49731,89,49,89,89
SS49732,93,83,80,54
SS49733,45,92,55,71
SS49734,94,50,66,85
SS49735,94,80,77,85
SS49736,82,84,58,82
SS49737,79,88,52,93
SS49738,56,55,70,88
SS49739,90,79,64,73
SS49740,59,53,86,89
SS49741,45,92,59,74
SS49742,86,72,75,64
SS49743,86,48,47,94
SS49744,81,89,76,80
SS49745,69,67,53,76
SS49746,82,65,65,81
SS49747,78,58,49,62
SS49748,46,59,45,68
SS49749,76,79,65,74
SS49750,89,60,48,90
SS49751,58,50,80,47
SS49752,89,57,60,92
SS49753,77,83,58,75
SS49754,46,62,50,84
SS49755,57,78,66,59
SS49756,93,68,54,48
SS49757,76,53,48,50
SS49758,62,87,58,77
SS49759,56,46,54,74
SS49760,45,76,78,80
SS49761,45,48,59,83
SS49762,63,70,79,85
SS49763,67,57,87,80
SS49764,61,53,64,89
SS49765,93,76,68,50
SS49766,87,93,70,54
SS49767,48,46,61,52
SS49768,82,51,59,91
SS49769,85,89,56,50
SS49770,55,92,71,68
SS49771,70,93,92,77
SS49772,59,92,50,84
SS49773,48,59,66,46
SS49774,66,77,68,67
SS49775,71,93,69,82
SS49776,54,76,48,93
SS49777,61,53,48,57
SS49778,48,94,89,67
SS49779,62,92,72,86
SS49780,65,79,94,48
SS49781,79,56,73,90
SS49782,78,76,60,48
SS49783,46,59,65,63
SS49784,94,47,59,91
SS49785,66,51,65,48
SS49786,68,50,78,64
SS49787,78,81,45,94
SS49788,62,88,83,76
SS49789,87,59,78,92
SS49790,68,48,88,94
SS49791,50,47,88,56
SS49792,72,78,56,62
SS49793,63,94,86,81
SS49794,73,74,49,58
SS49795,63,78,84,75
